1	1.01	1
0.999842	1.01	1
0.999369	1.01	1
0.99858	1.01	1
0.997476	1.01	1
0.996058	1.01	1
0.994326	1.01	1
0.992282	1.01	1
0.989928	1.01	1
0.987264	1.01	1
0.984292	1.01	1
0.981014	1.01	1
0.977433	1.01	1
0.973549	1.01	1
0.969367	1.01	1
0.964889	1.01	1
0.960116	1.01	1
0.955053	1.01	1
0.949703	1.01	1
0.944069	1.01	1
0.938154	1.01	1
0.931962	1.01	1
0.925498	1.01	1
0.918764	1.01	1
0.911767	1.01	1
0.904509	1.01	1
0.896995	1.01	1
0.889231	1.01	1
0.881222	1.01	1
0.872971	1.01	1
0.864485	1.01	1
0.855768	1.01	1
0.846827	1.01	1
0.837667	1.01	1
0.828293	1.01	1
0.818712	1.01	1
0.80893	1.01	1
0.798953	1.01	1
0.788787	1.01	1
0.778438	1.01	1
0.767914	1.01	1
0.75722	1.01	1
0.746364	1.01	1
0.735352	1.01	1
0.724192	1.01	1
0.71289	1.01	1
0.701454	1.01	1
0.68989	1.01	1
0.678206	1.01	1
0.66641	1.01	1
0.654509	1.01	1
0.64251	1.01	1
0.630421	1.01	1
0.61825	1.01	1
0.606004	1.01	1
0.593691	1.01	1
0.581319	1.01	1
0.568895	1.01	1
0.556428	1.01	1
0.543926	1.01	1
0.531396	1.01	1
0.518845	1.01	1
0.506283	1.01	1
0.493717	1.01	1
0.481155	1.01	1
0.468605	1.01	1
0.456075	1.01	1
0.443572	1.01	1
0.431105	1.01	1
0.418682	1.01	1
0.40631	1.01	1
0.393997	1.01	1
0.381751	1.01	1
0.36958	1.01	1
0.357491	1.01	1
0.345492	1.01	1
0.333591	1.01	1
0.321794	1.01	1
0.310111	1.01	1
0.298547	1.01	1
0.287111	1.01	1
0.275809	1.01	1
0.264648	1.01	1
0.253637	1.01	1
0.242781	1.01	1
0.232087	1.01	1
0.221562	1.01	1
0.211214	1.01	1
0.201048	1.01	1
0.19107	1.01	1
0.181288	1.01	1
0.171707	1.01	1
0.162334	1.01	1
0.153174	1.01	1
0.144232	1.01	1
0.135516	1.01	1
0.12703	1.01	1
0.118779	1.01	1
0.110769	1.01	1
0.103005	1.01	1
0.0954918	1.01	1
0.088234	1.01	1
0.0812363	1.01	1
0.0745031	1.01	1
0.0680386	1.01	1
0.061847	1.01	1
0.0559321	1.01	1
0.0502977	1.01	1
0.0449473	1.01	1
0.0398844	1.01	1
0.0351121	1.01	1
0.0306334	1.01	1
0.0264511	1.01	1
0.022568	1.01	1
0.0189865	1.01	1
0.0157087	1.01	1
0.0127369	1.01	1
0.0100728	1.01	1
0.00771813	1.01	1
0.00567443	1.01	1
0.00394295	1.01	1
0.00252479	1.01	1
0.00142085	1.01	1
0.000631822	1.01	1
0.000158205	1.01	1
3e-07	1.01	1
0.000158205	1.01	1
0.000631822	1.01	1
0.00142085	1.01	1
0.00252479	1.01	1
0.00394295	1.01	1
0.00567443	1.01	1
0.00771813	1.01	1
0.0100728	1.01	1
0.0127369	1.01	1
0.0157087	1.01	1
0.0189865	1.01	1
0.022568	1.01	1
0.0264511	1.01	1
0.0306334	1.01	1
0.0351121	1.01	1
0.0398844	1.01	1
0.0449473	1.01	1
0.0502977	1.01	1
0.0559321	1.01	1
0.061847	1.01	1
0.0680386	1.01	1
0.0745031	1.01	1
0.0812363	1.01	1
0.088234	1.01	1
0.0954918	1.01	1
0.103005	1.01	1
0.110769	1.01	1
0.118779	1.01	1
0.12703	1.01	1
0.135516	1.01	1
0.144232	1.01	1
0.153174	1.01	1
0.162334	1.01	1
0.171707	1.01	1
0.181288	1.01	1
0.19107	1.01	1
0.201048	1.01	1
0.211214	1.01	1
0.221562	1.01	1
0.232087	1.01	1
0.242781	1.01	1
0.253637	1.01	1
0.264648	1.01	1
0.275809	1.01	1
0.287111	1.01	1
0.298547	1.01	1
0.310111	1.01	1
0.321794	1.01	1
0.333591	1.01	1
0.345492	1.01	1
0.357491	1.01	1
0.36958	1.01	1
0.381751	1.01	1
0.393997	1.01	1
0.40631	1.01	1
0.418682	1.01	1
0.431105	1.01	1
0.443572	1.01	1
0.456075	1.01	1
0.468605	1.01	1
0.481155	1.01	1
0.493717	1.01	1
0.506283	1.01	1
0.518845	1.01	1
0.531396	1.01	1
0.543926	1.01	1
0.556428	1.01	1
0.568895	1.01	1
0.581319	1.01	1
0.593691	1.01	1
0.606004	1.01	1
0.61825	1.01	1
0.630421	1.01	1
0.64251	1.01	1
0.654509	1.01	1
0.66641	1.01	1
0.678206	1.01	1
0.68989	1.01	1
0.701454	1.01	1
0.71289	1.01	1
0.724192	1.01	1
0.735352	1.01	1
0.746364	1.01	1
0.75722	1.01	1
0.767914	1.01	1
0.778438	1.01	1
0.788787	1.01	1
0.798953	1.01	1
0.80893	1.01	1
0.818712	1.01	1
0.828293	1.01	1
0.837667	1.01	1
0.846827	1.01	1
0.855768	1.01	1
0.864485	1.01	1
0.872971	1.01	1
0.881222	1.01	1
0.889231	1.01	1
0.896995	1.01	1
0.904509	1.01	1
0.911767	1.01	1
0.918764	1.01	1
0.925498	1.01	1
0.931962	1.01	1
0.938154	1.01	1
0.944069	1.01	1
0.949703	1.01	1
0.955053	1.01	1
0.960116	1.01	1
0.964889	1.01	1
0.969367	1.01	1
0.973549	1.01	1
0.977433	1.01	1
0.981014	1.01	1
0.984292	1.01	1
0.987264	1.01	1
0.989928	1.01	1
0.992282	1.01	1
0.994326	1.01	1
0.996058	1.01	1
0.997476	1.01	1
0.99858	1.01	1
0.999369	1.01	1
0.999842	1.01	1
1	1.01	1
